No,;Time;;;Protocol;Length;Source;Destination;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
4764;37,827885;;;TCP;54;192,168,43,93;114,125,243,89;;;37,827885;37,828207;0,000322;;0,000322;0;-0,000322
4765;37,828207;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,828207;37,828207;0;;-0,000104;0,000104;0,000208
4766;37,828207;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,828207;37,828311;0,000104;;-7,8E-05;0,000182;0,00026
4767;37,828311;;;TCP;54;192,168,43,93;114,125,243,89;;;37,828311;37,828493;0,000182;;-0,000113;0,000295;0,000408
4768;37,828493;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,828493;37,828788;0,000295;;0,000295;0;-0,000295
4769;37,828788;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,828788;37,828788;0;;-7,6E-05;7,6E-05;0,000152
4770;37,828788;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,828788;37,828864;7,6E-05;;-0,043951;0,044027;0,087978
4771;37,828864;;;TCP;54;192,168,43,93;114,125,243,89;;;37,828864;37,872891;0,044027;;0,043904;0,000123;-0,043781
4772;37,872891;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,872891;37,873014;0,000123;;-0,005336;0,005459;0,010795
4773;37,873014;;;TCP;54;192,168,43,93;114,125,243,89;;;37,873014;37,878473;0,005459;;0,00519;0,000269;-0,004921
4774;37,878473;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,878473;37,878742;0,000269;;0,000269;0;-0,000269
4775;37,878742;;;TCP;438;114,125,243,89;192,168,43,93;;;37,878742;37,878742;0;;-4,4E-05;4,4E-05;8,8E-05
4776;37,878742;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,878742;37,878786;4,4E-05;;-0,000148;0,000192;0,00034
4777;37,878786;;;TCP;54;192,168,43,93;114,125,243,89;;;37,878786;37,878978;0,000192;;0,000165;2,7E-05;-0,000138
4778;37,878978;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,878978;37,879005;2,7E-05;;-0,000335;0,000362;0,000697
4779;37,879005;;;TCP;54;192,168,43,93;114,125,243,89;;;37,879005;37,879367;0,000362;;-0,011372;0,011734;0,023106
4780;37,879367;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,879367;37,891101;0,011734;;0,011734;0;-0,011734
4781;37,891101;;;TCP;1070;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4782;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4783;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4784;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4785;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4786;37,891101;;;TCP;438;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;0;0;0
4787;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891101;0;;-0,000193;0,000193;0,000386
4788;37,891101;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891101;37,891294;0,000193;;-0,000146;0,000339;0,000485
4789;37,891294;;;TCP;54;192,168,43,93;114,125,243,89;;;37,891294;37,891633;0,000339;;0,000339;0;-0,000339
4790;37,891633;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891633;37,891633;0;;-0,000126;0,000126;0,000252
4791;37,891633;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891633;37,891759;0,000126;;-8,7E-05;0,000213;0,0003
4792;37,891759;;;TCP;54;192,168,43,93;114,125,243,89;;;37,891759;37,891972;0,000213;;0,000138;7,5E-05;-6,3E-05
4793;37,891972;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,891972;37,892047;7,5E-05;;-0,004289;0,004364;0,008653
4794;37,892047;;;TCP;54;192,168,43,93;114,125,243,89;;;37,892047;37,896411;0,004364;;0,00403;0,000334;-0,003696
4795;37,896411;;;TCP;1446;114,125,243,89;192,168,43,93;;;37,896411;37,896745;0,000334;;0,000334;0;-0,000334
4796;37,896745;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,896745;37,896745;0;;-0,000124;0,000124;0,000248
4797;37,896745;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,896745;37,896869;0,000124;;-0,000717;0,000841;0,001558
4798;37,896869;;;TCP;54;192,168,43,93;114,125,243,89;;;37,896869;37,897710;0,000841;;0,000841;0;-0,000841
4799;37,897710;;;TCP;1078;114,125,243,89;192,168,43,93;;;37,897710;37,897710;0;;-8,5E-05;8,5E-05;0,00017
4800;37,897710;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,897710;37,897795;8,5E-05;;-7,4E-05;0,000159;0,000233
4801;37,897795;;;TCP;54;192,168,43,93;114,125,243,89;;;37,897795;37,897954;0,000159;;0,000159;0;-0,000159
4802;37,897954;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,897954;37,897954;0;;-4E-05;4E-05;8E-05
4803;37,897954;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,897954;37,897994;4E-05;;-0,003275;0,003315;0,00659
4804;37,897994;;;TCP;54;192,168,43,93;114,125,243,89;;;37,897994;37,901309;0,003315;;0,003221;9,4E-05;-0,003127
4805;37,901309;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,901309;37,901403;9,4E-05;;-0,00105;0,001144;0,002194
4806;37,901403;;;TCP;54;192,168,43,93;114,125,243,89;;;37,901403;37,902547;0,001144;;-0,000595;0,001739;0,002334
4807;37,902547;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,902547;37,904286;0,001739;;0,001622;0,000117;-0,001505
4808;37,904286;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,904286;37,904403;0,000117;;-0,000448;0,000565;0,001013
4809;37,904403;;;TCP;54;192,168,43,93;114,125,243,89;;;37,904403;37,904968;0,000565;;0,000565;0;-0,000565
4810;37,904968;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,904968;37,904968;0;;-0,033399;0,033399;0,066798
4811;37,904968;;;TLSv1,2;462;104,46,162,224;192,168,43,93;;;37,904968;37,938367;0,033399;;0,017629;0,01577;-0,001859
4812;37,938367;;;TCP;54;192,168,43,93;104,46,162,224;;;37,938367;37,954137;0,01577;;0,015658;0,000112;-0,015546
4815;37,954137;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,954137;37,954249;0,000112;;-0,005335;0,005447;0,010782
4816;37,954249;;;TCP;54;192,168,43,93;114,125,243,89;;;37,954249;37,959696;0,005447;;0,004828;0,000619;-0,004209
4817;37,959696;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,959696;37,960315;0,000619;;0,000619;0;-0,000619
4818;37,960315;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,960315;37,960315;0;;-8,5E-05;8,5E-05;0,00017
4819;37,960315;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,960315;37,960400;8,5E-05;;-6,7E-05;0,000152;0,000219
4820;37,960400;;;TCP;54;192,168,43,93;114,125,243,89;;;37,960400;37,960552;0,000152;;0,000123;2,9E-05;-9,4E-05
4821;37,960552;;;TCP;422;114,125,243,89;192,168,43,93;;;37,960552;37,960581;2,9E-05;;-0,005101;0,00513;0,010231
4822;37,960581;;;TCP;54;192,168,43,93;114,125,243,89;;;37,960581;37,965711;0,00513;;0,00513;0;-0,00513
4823;37,965711;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,965711;37,965711;0;;-0,000107;0,000107;0,000214
4824;37,965711;;;TCP;1086;114,125,243,89;192,168,43,93;;;37,965711;37,965818;0,000107;;-0,000225;0,000332;0,000557
4825;37,965818;;;TCP;54;192,168,43,93;114,125,243,89;;;37,965818;37,966150;0,000332;;0,000332;0;-0,000332
4826;37,966150;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966150;37,966150;0;;-3,6E-05;3,6E-05;7,2E-05
4827;37,966150;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966150;37,966186;3,6E-05;;-0,000103;0,000139;0,000242
4828;37,966186;;;TCP;54;192,168,43,93;114,125,243,89;;;37,966186;37,966325;0,000139;;-7,8E-05;0,000217;0,000295
4829;37,966325;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966325;37,966542;0,000217;;0,000189;2,8E-05;-0,000161
4830;37,966542;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966542;37,966570;2,8E-05;;-0,00037;0,000398;0,000768
4831;37,966570;;;TCP;54;192,168,43,93;114,125,243,89;;;37,966570;37,966968;0,000398;;0,000398;0;-0,000398
4832;37,966968;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966968;37,966968;0;;-4,5E-05;4,5E-05;9E-05
4833;37,966968;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,966968;37,967013;4,5E-05;;-0,000504;0,000549;0,001053
4834;37,967013;;;TCP;54;192,168,43,93;114,125,243,89;;;37,967013;37,967562;0,000549;;-0,00765;0,008199;0,015849
4835;37,967562;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,967562;37,975761;0,008199;;0,008199;0;-0,008199
4836;37,975761;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,975761;37,975761;0;;-0,00012;0,00012;0,00024
4837;37,975761;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,975761;37,975881;0,00012;;-0,000198;0,000318;0,000516
4838;37,975881;;;TCP;54;192,168,43,93;114,125,243,89;;;37,975881;37,976199;0,000318;;0,000318;0;-0,000318
4839;37,976199;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,976199;37,976199;0;;0;0;0
4840;37,976199;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,976199;37,976199;0;;0;0;0
4841;37,976199;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,976199;37,976199;0;;-5,4E-05;5,4E-05;0,000108
4842;37,976199;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,976199;37,976253;5,4E-05;;-0,001353;0,001407;0,00276
4843;37,976253;;;TCP;54;192,168,43,93;114,125,243,89;;;37,976253;37,977660;0,001407;;0,001343;6,4E-05;-0,001279
4844;37,977660;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,977660;37,977724;6,4E-05;;-0,000146;0,00021;0,000356
4845;37,977724;;;TCP;54;192,168,43,93;114,125,243,89;;;37,977724;37,977934;0,00021;;0,00021;0;-0,00021
4846;37,977934;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,977934;37,977934;0;;-3,7E-05;3,7E-05;7,4E-05
4847;37,977934;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,977934;37,977971;3,7E-05;;-0,001044;0,001081;0,002125
4848;37,977971;;;TCP;54;192,168,43,93;114,125,243,89;;;37,977971;37,979052;0,001081;;0,001081;0;-0,001081
4849;37,979052;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,979052;37,979052;0;;0;0;0
4850;37,979052;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,979052;37,979052;0;;-0,000142;0,000142;0,000284
4851;37,979052;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,979052;37,979194;0,000142;;-0,000248;0,00039;0,000638
4852;37,979194;;;TCP;54;192,168,43,93;114,125,243,89;;;37,979194;37,979584;0,00039;;0,00039;0;-0,00039
4853;37,979584;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,979584;37,979584;0;;-9E-05;9E-05;0,00018
4854;37,979584;;;TCP;1454;114,125,243,89;192,168,43,93;;;37,979584;37,979674;9E-05;;-0,011857;0,011947;0,023804
4855;37,979674;;;TCP;54;192,168,43,93;114,125,243,89;;;37,979674;37,991621;0,011947;;-0,002244;0,014191;0,016435
4856;37,991621;;;TCP;54;104,46,162,224;192,168,43,93;;;37,991621;38,005812;0,014191;;0,014191;0;-0,014191
4857;38,005812;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,005812;38,005812;0;;-0,000207;0,000207;0,000414
4858;38,005812;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,005812;38,006019;0,000207;;-7,2E-05;0,000279;0,000351
4859;38,006019;;;TCP;54;192,168,43,93;114,125,243,89;;;38,006019;38,006298;0,000279;;0,000279;0;-0,000279
4860;38,006298;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,006298;38,006298;0;;-4E-05;4E-05;8E-05
4861;38,006298;;;TCP;430;114,125,243,89;192,168,43,93;;;38,006298;38,006338;4E-05;;-0,013765;0,013805;0,02757
4862;38,006338;;;TCP;54;192,168,43,93;114,125,243,89;;;38,006338;38,020143;0,013805;;0,013805;0;-0,013805
4863;38,020143;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020143;38,020143;0;;-0,000113;0,000113;0,000226
4864;38,020143;;;TCP;1078;114,125,243,89;192,168,43,93;;;38,020143;38,020256;0,000113;;-0,000124;0,000237;0,000361
4865;38,020256;;;TCP;54;192,168,43,93;114,125,243,89;;;38,020256;38,020493;0,000237;;0,000237;0;-0,000237
4866;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020493;0;;0;0;0
4867;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020493;0;;0;0;0
4868;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020493;0;;0;0;0
4869;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020493;0;;0;0;0
4870;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020493;0;;-0,000121;0,000121;0,000242
4871;38,020493;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,020493;38,020614;0,000121;;-0,002468;0,002589;0,005057
4872;38,020614;;;TCP;54;192,168,43,93;114,125,243,89;;;38,020614;38,023203;0,002589;;0,002589;0;-0,002589
4873;38,023203;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023203;38,023203;0;;-0,000117;0,000117;0,000234
4874;38,023203;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023203;38,023320;0,000117;;-0,000104;0,000221;0,000325
4875;38,023320;;;TCP;54;192,168,43,93;114,125,243,89;;;38,023320;38,023541;0,000221;;0,000221;0;-0,000221
4876;38,023541;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023541;38,023541;0;;0;0;0
4877;38,023541;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023541;38,023541;0;;0;0;0
4878;38,023541;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023541;38,023541;0;;0;0;0
4879;38,023541;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023541;38,023541;0;;-8,9E-05;8,9E-05;0,000178
4880;38,023541;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023541;38,023630;8,9E-05;;-0,000162;0,000251;0,000413
4881;38,023630;;;TCP;54;192,168,43,93;114,125,243,89;;;38,023630;38,023881;0,000251;;0,000251;0;-0,000251
4882;38,023881;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023881;38,023881;0;;-5,9E-05;5,9E-05;0,000118
4883;38,023881;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,023881;38,023940;5,9E-05;;-0,003947;0,004006;0,007953
4884;38,023940;;;TCP;54;192,168,43,93;114,125,243,89;;;38,023940;38,027946;0,004006;;0,003753;0,000253;-0,0035
4885;38,027946;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,027946;38,028199;0,000253;;0,000253;0;-0,000253
4886;38,028199;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,028199;38,028199;0;;-5,1E-05;5,1E-05;0,000102
4887;38,028199;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,028199;38,028250;5,1E-05;;-0,000137;0,000188;0,000325
4888;38,028250;;;TCP;54;192,168,43,93;114,125,243,89;;;38,028250;38,028438;0,000188;;0,000142;4,6E-05;-9,6E-05
4889;38,028438;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,028438;38,028484;4,6E-05;;-0,011246;0,011292;0,022538
4890;38,028484;;;TCP;54;192,168,43,93;114,125,243,89;;;38,028484;38,039776;0,011292;;0,011066;0,000226;-0,01084
4891;38,039776;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,039776;38,040002;0,000226;;0,000182;4,4E-05;-0,000138
4892;38,040002;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,040002;38,040046;4,4E-05;;-0,016715;0,016759;0,033474
4893;38,040046;;;TCP;54;192,168,43,93;114,125,243,89;;;38,040046;38,056805;0,016759;;0,016759;0;-0,016759
4894;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4895;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4896;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4897;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4898;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4899;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4900;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4901;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4902;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4903;38,056805;;;TCP;430;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;0;0;0
4904;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,056805;0;;-0,000215;0,000215;0,00043
4905;38,056805;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,056805;38,057020;0,000215;;-0,02271;0,022925;0,045635
4906;38,057020;;;TCP;54;192,168,43,93;114,125,243,89;;;38,057020;38,079945;0,022925;;0,022925;0;-0,022925
4907;38,079945;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,079945;38,079945;0;;-0,000123;0,000123;0,000246
4908;38,079945;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,079945;38,080068;0,000123;;-7E-05;0,000193;0,000263
4909;38,080068;;;TCP;54;192,168,43,93;114,125,243,89;;;38,080068;38,080261;0,000193;;0,000193;0;-0,000193
4910;38,080261;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,080261;38,080261;0;;0;0;0
4911;38,080261;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,080261;38,080261;0;;0;0;0
4912;38,080261;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,080261;38,080261;0;;0;0;0
4913;38,080261;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,080261;38,080261;0;;-6,7E-05;6,7E-05;0,000134
4914;38,080261;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,080261;38,080328;6,7E-05;;-0,012419;0,012486;0,024905
4915;38,080328;;;TCP;54;192,168,43,93;114,125,243,89;;;38,080328;38,092814;0,012486;;0,012343;0,000143;-0,0122
4916;38,092814;;;TCP;55;192,168,43,93;142,251,12,94;;;38,092814;38,092957;0,000143;;-0,000317;0,00046;0,000777
4917;38,092957;;;TCP;55;192,168,43,93;142,251,12,94;;;38,092957;38,093417;0,00046;;0,00046;0;-0,00046
4918;38,093417;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,093417;38,093417;0;;-0,000114;0,000114;0,000228
4919;38,093417;;;TCP;1078;114,125,243,89;192,168,43,93;;;38,093417;38,093531;0,000114;;-0,000436;0,00055;0,000986
4920;38,093531;;;TCP;54;192,168,43,93;114,125,243,89;;;38,093531;38,094081;0,00055;;0,00055;0;-0,00055
4921;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094081;0;;0;0;0
4922;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094081;0;;0;0;0
4923;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094081;0;;0;0;0
4924;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094081;0;;0;0;0
4925;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094081;0;;-0,00018;0,00018;0,00036
4926;38,094081;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,094081;38,094261;0,00018;;-0,012097;0,012277;0,024374
4927;38,094261;;;TCP;54;192,168,43,93;114,125,243,89;;;38,094261;38,106538;0,012277;;0,012277;0;-0,012277
4928;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4929;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4930;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4931;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4932;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4933;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4934;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4935;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4936;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4937;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;0;0;0
4938;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106538;0;;-0,000243;0,000243;0,000486
4939;38,106538;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,106538;38,106781;0,000243;;-0,009954;0,010197;0,020151
4940;38,106781;;;TCP;54;192,168,43,93;114,125,243,89;;;38,106781;38,116978;0,010197;;0,010197;0;-0,010197
4941;38,116978;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,116978;38,116978;0;;-0,000132;0,000132;0,000264
4942;38,116978;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,116978;38,117110;0,000132;;-0,000152;0,000284;0,000436
4943;38,117110;;;TCP;54;192,168,43,93;114,125,243,89;;;38,117110;38,117394;0,000284;;0,000284;0;-0,000284
4944;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4945;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4946;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4947;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4948;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4949;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4950;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4951;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4952;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4953;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4954;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117394;0;;0;0;0
4955;38,117394;;;TCP;54;104,46,162,224;192,168,43,93;;;38,117394;38,117394;0;;-0,000277;0,000277;0,000554
4956;38,117394;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,117394;38,117671;0,000277;;0,000159;0,000118;-4,1E-05
4957;38,117671;;;TCP;54;192,168,43,93;104,46,162,224;;;38,117671;38,117789;0,000118;;-0,011036;0,011154;0,02219
4958;38,117789;;;TCP;54;192,168,43,93;114,125,243,89;;;38,117789;38,128943;0,011154;;0,011154;0;-0,011154
4959;38,128943;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,128943;38,128943;0;;-0,000132;0,000132;0,000264
4960;38,128943;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,128943;38,129075;0,000132;;-8,2E-05;0,000214;0,000296
4961;38,129075;;;TCP;54;192,168,43,93;114,125,243,89;;;38,129075;38,129289;0,000214;;0,000214;0;-0,000214
4962;38,129289;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,129289;38,129289;0;;0;0;0
4963;38,129289;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,129289;38,129289;0;;0;0;0
4964;38,129289;;;TCP;1454;114,125,243,89;192,168,43,93;;;38,129289;38,129289;0;;0;0;0
4965;38,129289;;;HTTP;614;114,125,243,89;192,168,43,93;;;38,129289;38,129289;0;;0;0;0
4966;38,129289;;;TCP;54;142,251,12,94;192,168,43,93;;;38,129289;38,129289;0;;-0,000106;0,000106;0,000212
4967;38,129289;;;TCP;54;142,251,12,94;192,168,43,93;;;38,129289;38,129395;0,000106;;0,000105;1E-06;-0,000104
4968;38,129395;;;TCP;54;192,168,43,93;114,125,243,89;;;38,129395;38,129396;1E-06;;-0,016237;0,016238;0,032475
4969;38,129396;;;TCP;55;192,168,43,93;74,125,96,6;;;38,129396;38,145634;0,016238;;-0,0009;0,017138;0,018038
4970;38,145634;;;TCP;55;192,168,43,93;117,18,237,29;;;38,145634;38,162772;0,017138;;-0,012195;0,029333;0,041528
4971;38,162772;;;TCP;54;74,125,96,6;192,168,43,93;;;38,162772;38,192105;0,029333;;-0,182941;0,212274;0,395215
4972;38,192105;;;TCP;54;117,18,237,29;192,168,43,93;;;38,192105;38,404379;0,212274;;0,198051;0,014223;-0,183828
4973;38,404379;;;TCP;55;192,168,43,93;74,125,12,168;;;38,404379;38,418602;0,014223;;0,014086;0,000137;-0,013949
4974;38,418602;;;TCP;54;114,125,243,88;192,168,43,93;;;38,418602;38,418739;0,000137;;-9,8E-05;0,000235;0,000333
4975;38,418739;;;TCP;54;192,168,43,93;114,125,243,88;;;38,418739;38,418974;0,000235;;-0,020207;0,020442;0,040649
4976;38,418974;;;TCP;54;192,168,43,93;114,125,243,88;;;38,418974;38,439416;0,020442;;-0,014789;0,035231;0,05002
4977;38,439416;;;TCP;54;74,125,12,168;192,168,43,93;;;38,439416;38,474647;0,035231;;-0,360532;0,395763;0,756295
4978;38,474647;;;TCP;54;114,125,243,88;192,168,43,93;;;38,474647;38,870410;0,395763;;0,295441;0,100322;-0,195119
4979;38,870410;;;TLSv1,2;153;192,168,43,93;20,198,162,78;;;38,870410;38,970732;0,100322;;0,049143;0,051179;0,002036
4980;38,970732;;;TCP;54;20,198,162,78;192,168,43,93;;;38,970732;39,021911;0,051179;;-0,001083;0,052262;0,053345
4981;39,021911;;;TLSv1,2;223;20,198,162,78;192,168,43,93;;;39,021911;39,074173;0,052262;;0,014462;0,0378;0,023338
4982;39,074173;;;TCP;54;192,168,43,93;20,198,162,78;;;39,074173;39,111973;0,0378;;0,037668;0,000132;-0,037536
4983;39,111973;;;TCP;54;114,125,243,89;192,168,43,93;;;39,111973;39,112105;0,000132;;-0,025977;0,026109;0,052086
4984;39,112105;;;TCP;54;192,168,43,93;114,125,243,89;;;39,112105;39,138214;0,026109;;-0,086171;0,11228;0,198451
4985;39,138214;;;TCP;54;192,168,43,93;114,125,243,89;;;39,138214;39,250494;0,11228;;-0,226665;0,338945;0,56561
4987;39,250494;;;TCP;54;114,125,243,89;192,168,43,93;;;39,250494;39,589439;0,338945;;0,286009;0,052936;-0,233073
